"snippet","data_ref","x","y","tied_data_refs"
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:417:20",518.504,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:514:28",521.244,56.626,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:417:26",521.244,46.353,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:308:24",521.244,33.047,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:213:20",521.244,22.671,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:308:31",523.984,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:213:27",523.984,22.671,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:309:3",527.968,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:214:3",527.968,22.671,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:515:6",530.708,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:418:6",530.708,46.353,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:309:10",530.708,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:214:12",530.708,22.671,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:515:10",533.448,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:418:13",533.448,46.353,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:309:19",533.448,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:214:21",533.448,22.671,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:515:14",536.816,56.626,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:418:20",536.816,46.353,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:515:20",539.77,56.626,""
"bis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:418:27",539.77,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:515:28",543.225,56.626,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:515:36",546.68,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:418:33",546.68,46.353,""
"bis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:309:30",546.68,33.047,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:214:32",546.68,22.671,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:515:40",550.141,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:418:39",550.141,46.353,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:309:36",550.141,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:214:41",550.141,22.671,""
"cis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:516:3",554.126,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:419:3",554.126,46.353,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:310:3",554.126,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:215:3",554.126,22.671,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:310:12",556.866,33.047,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:215:12",556.866,22.671,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:516:11",559.606,56.626,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:310:21",559.606,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:215:19",559.606,22.671,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:516:17",562.346,56.626,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:419:12",562.346,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:516:23",565.085,56.626,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:419:19",565.085,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:516:29",569.629,56.626,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:419:26",569.629,46.353,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:310:27",569.629,33.047,""
"ais''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:215:29",569.629,22.671,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:516:35",574.724,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:419:33",574.724,46.353,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:310:32",574.724,33.047,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:215:36",574.724,22.671,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:516:41",580.076,56.626,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:419:41",580.076,46.353,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:310:39",580.076,33.047,""
"cis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:215:41",580.076,22.671,""
"b","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:517:3",584.06,56.626,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:420:3",584.06,46.353,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:311:3",584.06,33.047,""
"cis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:216:3",584.06,22.671,""
"b","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:517:6",586.8,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:420:8",586.8,46.353,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:311:10",586.8,33.047,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:216:11",586.8,22.671,""
"b","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:517:9",589.539,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:420:15",589.539,46.353,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:311:17",589.539,33.047,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:216:16",589.539,22.671,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:318:3",700.304,33.047,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:318:48",704.244,33.047,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:318:54",706.984,33.047,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:318:61",716.404,33.047,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:319:3",722.855,33.047,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:319:10",727.362,33.047,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:319:15",730.954,33.047,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:320:6",746.758,33.047,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:320:12",749.675,33.047,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:320:16",753.193,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:320:24",762.919,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:321:3",768.437,33.047,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:321:10",771.177,33.047,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:321:24",784.696,33.047,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:321:32",787.407,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:322:3",792.898,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:322:12",800.778,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:322:20",807.458,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:323:3",812.569,33.047,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:323:14",815.309,33.047,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:323:34",818.049,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:323:43",828.329,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:324:3",835.015,33.047,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:324:11",841.695,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:324:18",844.677,33.047,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:324:26",851.357,33.047,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:328:3",855.341,33.047,""
"cis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:523:3",871.716,56.626,""
"b","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:523:87",875.656,56.626,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:523:90",878.396,56.626,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:523:96",887.816,56.626,""
"cis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:524:3",892.904,56.626,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:524:9",896.844,56.626,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:524:15",900.164,56.626,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:525:6",915.968,56.626,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:525:11",918.708,56.626,""
"cis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:525:18",921.448,56.626,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:525:24",924.187,56.626,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:525:31",928.794,56.626,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:525:40",934.265,56.626,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:526:3",939.173,56.626,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:426:13",952.313,46.353,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:426:24",954.453,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:527:3",957.837,56.626,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:427:16",957.837,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:527:9",963.082,56.626,""
"fisis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:527:15",967.701,56.626,""
"fisis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:427:34",967.701,46.353,""
"fisis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:527:23",971.301,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:427:42",971.301,46.353,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:427:49",976.69,46.353,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:528:3",981.778,56.626,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:428:16",981.778,46.353,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:428:23",984.178,46.353,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:528:10",986.918,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:428:27",986.918,46.353,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:528:14",989.658,56.626,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:528:20",992.398,56.626,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:528:27",999.078,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:428:37",999.078,46.353,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:529:3",1003.062,56.626,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:429:3",1003.062,46.353,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:529:10",1009.741,56.626,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:429:10",1009.741,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:529:14",1012.996,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:429:16",1012.996,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:529:21",1019.676,56.626,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:429:24",1019.676,46.353,""
"b","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:530:3",1023.66,56.626,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:433:3",1023.66,46.353,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:533:3",1036.429,56.626,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:436:3",1036.429,46.353,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:334:3",1036.429,33.047,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:222:3",1036.429,22.671,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:533:9",1040.369,56.626,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:334:12",1040.369,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:222:85",1040.369,22.671,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:533:15",1043.109,56.626,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:334:19",1043.109,33.047,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:533:23",1045.849,56.626,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:436:7",1045.849,46.353,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:334:25",1045.849,33.047,""
"cis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:222:92",1045.849,22.671,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:436:15",1048.589,46.353,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:436:19",1051.328,46.353,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:334:34",1051.328,33.047,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:436:28",1054.068,46.353,""
"dis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:222:103",1054.068,22.671,""
"b","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:534:3",1058.054,56.626,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:437:3",1058.054,46.353,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:335:3",1058.054,33.047,""
"dis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:223:3",1058.054,22.671,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:335:10",1060.794,33.047,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:534:8",1063.533,56.626,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:335:17",1063.533,33.047,""
"cis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:534:14",1066.273,56.626,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:335:26",1066.273,33.047,""
"b","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:534:20",1069.013,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:335:33",1069.013,33.047,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:437:14",1074.493,46.353,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:223:18",1074.493,22.671,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:437:20",1077.233,46.353,""
"cis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:223:25",1077.233,22.671,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:535:3",1081.228,56.626,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:438:3",1081.228,46.353,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:336:3",1081.228,33.047,""
"dis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:224:3",1081.228,22.671,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:535:12",1087.908,56.626,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:336:13",1087.908,33.047,""
"eis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:535:20",1090.647,56.626,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:438:7",1090.647,46.353,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:336:22",1090.647,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:224:11",1090.647,22.671,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:438:13",1093.387,46.353,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:438:20",1096.127,46.353,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:224:20",1096.127,22.671,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:438:27",1098.867,46.353,""
