"snippet","data_ref","x","y","tied_data_refs"
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:536:3",1102.851,56.626,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:439:3",1102.851,46.353,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:337:3",1102.851,33.047,""
"cis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:225:3",1102.851,22.671,""
"eis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:536:9",1106.763,56.626,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:337:10",1106.763,33.047,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:536:15",1109.617,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:337:17",1109.617,33.047,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:536:23",1112.357,56.626,""
"eis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:337:26",1112.357,33.047,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:536:31",1115.097,56.626,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:337:35",1115.097,33.047,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:536:37",1120.576,56.626,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:439:17",1120.576,46.353,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:337:42",1120.576,33.047,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:225:18",1120.576,22.671,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:536:41",1123.557,56.626,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:439:21",1123.557,46.353,""
"ais''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:337:47",1123.557,33.047,""
"ais''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:225:23",1123.557,22.671,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:537:3",1127.873,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:440:3",1127.873,46.353,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:338:3",1127.873,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:226:3",1127.873,22.671,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:537:10",1134.553,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:440:10",1134.553,46.353,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:338:11",1134.553,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:226:11",1134.553,22.671,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:537:16",1138.86,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:440:16",1138.86,46.353,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:338:18",1138.86,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:226:18",1138.86,22.671,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:537:22",1144.323,56.626,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:440:22",1144.323,46.353,""
"ais''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:338:25",1144.323,33.047,""
"ais''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:226:25",1144.323,22.671,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:537:28",1149.562,56.626,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:440:28",1149.562,46.353,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:338:32",1149.562,33.047,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:226:32",1149.562,22.671,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:537:32",1152.667,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:440:32",1152.667,46.353,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:338:37",1152.667,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:226:37",1152.667,22.671,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:538:3",1156.728,56.626,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:441:3",1156.728,46.353,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:339:3",1156.728,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:227:3",1156.728,22.671,""
"bis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:339:17",1170.087,33.047,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:227:17",1170.087,22.671,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:339:23",1176.565,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:227:29",1176.565,22.671,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:340:3",1181.653,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:228:3",1181.653,22.671,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:340:10",1184.393,33.047,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:228:10",1184.393,22.671,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:539:6",1187.133,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:442:6",1187.133,46.353,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:340:17",1187.133,33.047,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:228:15",1187.133,22.671,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:539:10",1193.611,56.626,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:442:12",1193.611,46.353,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:539:16",1198.7,56.626,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:442:16",1198.7,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:539:22",1201.439,56.626,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:442:20",1201.439,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:539:28",1204.179,56.626,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:442:26",1204.179,46.353,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:340:24",1204.179,33.047,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:228:20",1204.179,22.671,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:340:31",1206.919,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:228:27",1206.919,22.671,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:341:3",1210.904,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:229:3",1210.904,22.671,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:540:6",1213.644,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:443:6",1213.644,46.353,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:341:10",1213.644,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:229:12",1213.644,22.671,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:540:10",1216.384,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:443:13",1216.384,46.353,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:341:19",1216.384,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:229:21",1216.384,22.671,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:540:14",1219.751,56.626,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:443:20",1219.751,46.353,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:540:20",1222.705,56.626,""
"bis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:443:27",1222.705,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:540:28",1226.16,56.626,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:540:36",1229.615,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:443:33",1229.615,46.353,""
"bis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:341:30",1229.615,33.047,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:229:32",1229.615,22.671,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:540:40",1233.077,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:443:39",1233.077,46.353,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:341:36",1233.077,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:229:41",1233.077,22.671,""
"cis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:541:3",1237.061,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:444:3",1237.061,46.353,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:342:3",1237.061,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:230:3",1237.061,22.671,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:342:12",1239.801,33.047,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:230:12",1239.801,22.671,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:541:11",1242.541,56.626,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:342:21",1242.541,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:230:19",1242.541,22.671,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:541:17",1245.281,56.626,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:444:12",1245.281,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:541:23",1248.021,56.626,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:444:19",1248.021,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:541:29",1252.565,56.626,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:444:26",1252.565,46.353,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:342:27",1252.565,33.047,""
"ais''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:230:29",1252.565,22.671,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:541:35",1257.66,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:444:33",1257.66,46.353,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:342:32",1257.66,33.047,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:230:36",1257.66,22.671,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:541:41",1263.011,56.626,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:444:41",1263.011,46.353,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:342:39",1263.011,33.047,""
"cis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:230:41",1263.011,22.671,""
"b","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:542:3",1266.995,56.626,""
"e''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:445:3",1266.995,46.353,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:343:3",1266.995,33.047,""
"cis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:231:3",1266.995,22.671,""
"b","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:542:6",1269.799,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:445:8",1269.799,46.353,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:343:10",1269.799,33.047,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:231:11",1269.799,22.671,""
"b","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:542:9",1272.539,56.626,""
"dis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:445:15",1272.539,46.353,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:343:17",1272.539,33.047,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:231:16",1272.539,22.671,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:447:3",1276.639,46.353,""
"dis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:346:3",1276.639,33.047,""
"fis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:346:12",1279.379,33.047,""
"dis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:234:3",1279.379,22.671,""
"e'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:346:20",1282.221,33.047,""
"cis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:234:16",1282.221,22.671,""
"dis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:346:26",1284.961,33.047,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:234:24",1284.961,22.671,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:546:5",1291.559,56.626,""
"b","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:451:5",1291.559,46.353,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:350:5",1291.559,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:238:5",1291.559,22.671,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:546:9",1295.498,56.626,""
"b","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:451:8",1295.498,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:546:13",1298.238,56.626,""
"b","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:451:11",1298.238,46.353,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:546:19",1301.005,56.626,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:451:14",1301.005,46.353,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:350:14",1303.745,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:238:19",1303.745,22.671,""
"e'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:350:19",1306.485,33.047,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:238:29",1306.485,22.671,""
"e'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:350:25",1309.225,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:238:34",1309.225,22.671,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:547:5",1313.209,56.626,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:452:5",1313.209,46.353,""
"fis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:351:5",1313.209,33.047,""
"dis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:239:5",1313.209,22.671,""
"cis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:239:15",1315.949,22.671,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:547:11",1318.689,56.626,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:452:11",1318.689,46.353,""
"b'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:547:18",1321.429,56.626,""
"gis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:452:18",1321.429,46.353,""
"cis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:547:22",1324.796,56.626,""
"ais'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:452:24",1324.796,46.353,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:547:38",1329.736,56.626,""
"fis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:452:39",1329.736,46.353,""
"cis'''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:351:23",1329.736,33.047,""
"ais''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:239:42",1329.736,22.671,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:547:44",1332.476,56.626,""
"e'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:452:45",1332.476,46.353,""
"b''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:351:31",1332.476,33.047,""
"gis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:239:52",1332.476,22.671,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:548:5",1336.482,56.626,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:453:5",1336.482,46.353,""
"ais''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:352:5",1336.482,33.047,""
"fis''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:240:5",1336.482,22.671,""
"dis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:548:11",1344.362,56.626,""
"cis'","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:453:11",1344.362,46.353,""
"ais''","/home/henri/projects/partitur-data/Tuhan_Maha_Kasih/Tuhan_Maha_Kasih_ly_main.ly:352:12",1344.362,33.047,""
